PA	CellSize	Hive
0	0.590	1.00
0	0.597	1.00
0	0.598	1.00
0	0.598	1.00
0	0.611	1.00
0	0.632	1.00
0	0.639	1.00
1	0.435	1.00
1	0.439	1.00
1	0.441	1.00
1	0.442	1.00
1	0.446	1.00
1	0.446	1.00
1	0.448	1.00
1	0.450	1.00
1	0.452	1.00
1	0.452	1.00
1	0.459	1.00
1	0.460	1.00
1	0.461	1.00
1	0.462	1.00
1	0.468	1.00
1	0.468	1.00
1	0.470	1.00
1	0.470	1.00
1	0.471	1.00
1	0.473	1.00
1	0.474	1.00
1	0.474	1.00
1	0.474	1.00
1	0.474	1.00
1	0.476	1.00
1	0.477	1.00
1	0.478	1.00
1	0.479	1.00
1	0.480	1.00
1	0.480	1.00
1	0.480	1.00
1	0.480	1.00
1	0.480	1.00
1	0.480	1.00
1	0.482	1.00
1	0.482	1.00
1	0.485	1.00
1	0.485	1.00
1	0.485	1.00
1	0.485	1.00
1	0.485	1.00
1	0.489	1.00
1	0.490	1.00
1	0.490	1.00
1	0.490	1.00
1	0.490	1.00
1	0.490	1.00
1	0.490	1.00
1	0.492	1.00
1	0.492	1.00
1	0.492	1.00
1	0.493	1.00
1	0.493	1.00
1	0.494	1.00
1	0.494	1.00
1	0.495	1.00
1	0.495	1.00
1	0.495	1.00
1	0.496	1.00
1	0.496	1.00
1	0.498	1.00
1	0.498	1.00
1	0.498	1.00
1	0.499	1.00
1	0.500	1.00
1	0.500	1.00
1	0.500	1.00
1	0.500	1.00
1	0.501	1.00
1	0.501	1.00
1	0.501	1.00
1	0.502	1.00
1	0.504	1.00
1	0.504	1.00
1	0.505	1.00
1	0.505	1.00
1	0.506	1.00
1	0.507	1.00
1	0.507	1.00
1	0.507	1.00
1	0.507	1.00
1	0.507	1.00
1	0.507	1.00
1	0.507	1.00
1	0.507	1.00
1	0.508	1.00
1	0.508	1.00
1	0.508	1.00
1	0.508	1.00
1	0.509	1.00
1	0.509	1.00
1	0.510	1.00
1	0.510	1.00
1	0.510	1.00
1	0.510	1.00
1	0.510	1.00
1	0.511	1.00
1	0.511	1.00
1	0.513	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.514	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.516	1.00
1	0.516	1.00
1	0.516	1.00
1	0.516	1.00
1	0.517	1.00
1	0.518	1.00
1	0.518	1.00
1	0.518	1.00
1	0.518	1.00
1	0.518	1.00
1	0.518	1.00
1	0.518	1.00
1	0.518	1.00
1	0.519	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.520	1.00
1	0.521	1.00
1	0.522	1.00
1	0.522	1.00
1	0.522	1.00
1	0.522	1.00
1	0.522	1.00
1	0.523	1.00
1	0.523	1.00
1	0.523	1.00
1	0.523	1.00
1	0.523	1.00
1	0.524	1.00
1	0.524	1.00
1	0.524	1.00
1	0.525	1.00
1	0.525	1.00
1	0.526	1.00
1	0.526	1.00
1	0.526	1.00
1	0.526	1.00
1	0.526	1.00
1	0.526	1.00
1	0.526	1.00
1	0.527	1.00
1	0.528	1.00
1	0.529	1.00
1	0.529	1.00
1	0.529	1.00
1	0.530	1.00
1	0.530	1.00
1	0.530	1.00
1	0.531	1.00
1	0.532	1.00
1	0.533	1.00
1	0.534	1.00
1	0.534	1.00
1	0.534	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.535	1.00
1	0.536	1.00
1	0.537	1.00
1	0.537	1.00
1	0.538	1.00
1	0.538	1.00
1	0.539	1.00
1	0.539	1.00
1	0.539	1.00
1	0.539	1.00
1	0.539	1.00
1	0.539	1.00
1	0.539	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.541	1.00
1	0.541	1.00
1	0.542	1.00
1	0.542	1.00
1	0.542	1.00
1	0.542	1.00
1	0.542	1.00
1	0.542	1.00
1	0.542	1.00
1	0.542	1.00
1	0.543	1.00
1	0.543	1.00
1	0.543	1.00
1	0.546	1.00
1	0.546	1.00
1	0.546	1.00
1	0.546	1.00
1	0.548	1.00
1	0.548	1.00
1	0.548	1.00
1	0.549	1.00
1	0.549	1.00
1	0.549	1.00
1	0.549	1.00
1	0.549	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.552	1.00
1	0.554	1.00
1	0.554	1.00
1	0.554	1.00
1	0.554	1.00
1	0.554	1.00
1	0.554	1.00
1	0.554	1.00
1	0.555	1.00
1	0.555	1.00
1	0.555	1.00
1	0.557	1.00
1	0.557	1.00
1	0.557	1.00
1	0.557	1.00
1	0.557	1.00
1	0.558	1.00
1	0.559	1.00
1	0.561	1.00
1	0.562	1.00
1	0.564	1.00
1	0.564	1.00
1	0.564	1.00
1	0.564	1.00
1	0.564	1.00
1	0.567	1.00
1	0.570	1.00
1	0.571	1.00
1	0.571	1.00
1	0.572	1.00
1	0.572	1.00
1	0.573	1.00
1	0.574	1.00
1	0.577	1.00
1	0.580	1.00
1	0.582	1.00
1	0.585	1.00
1	0.589	1.00
1	0.589	1.00
1	0.591	1.00
1	0.596	1.00
1	0.596	1.00
1	0.596	1.00
1	0.596	1.00
1	0.596	1.00
1	0.608	1.00
1	0.618	1.00
1	0.626	1.00
1	0.630	1.00
1	0.637	1.00
1	0.637	1.00
1	0.646	1.00
1	0.472	1.00
1	0.480	1.00
1	0.487	1.00
1	0.489	1.00
1	0.493	1.00
1	0.493	1.00
1	0.493	1.00
1	0.494	1.00
1	0.496	1.00
1	0.497	1.00
1	0.498	1.00
1	0.498	1.00
1	0.498	1.00
1	0.500	1.00
1	0.503	1.00
1	0.503	1.00
1	0.503	1.00
1	0.503	1.00
1	0.507	1.00
1	0.507	1.00
1	0.508	1.00
1	0.509	1.00
1	0.512	1.00
1	0.512	1.00
1	0.513	1.00
1	0.513	1.00
1	0.514	1.00
1	0.515	1.00
1	0.515	1.00
1	0.516	1.00
1	0.518	1.00
1	0.520	1.00
1	0.521	1.00
1	0.523	1.00
1	0.523	1.00
1	0.526	1.00
1	0.528	1.00
1	0.529	1.00
1	0.529	1.00
1	0.533	1.00
1	0.536	1.00
1	0.536	1.00
1	0.536	1.00
1	0.536	1.00
1	0.537	1.00
1	0.539	1.00
1	0.542	1.00
1	0.543	1.00
1	0.543	1.00
1	0.547	1.00
1	0.548	1.00
1	0.548	1.00
1	0.549	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.550	1.00
1	0.552	1.00
1	0.552	1.00
1	0.552	1.00
1	0.552	1.00
1	0.552	1.00
1	0.552	1.00
1	0.555	1.00
1	0.555	1.00
1	0.557	1.00
1	0.558	1.00
1	0.558	1.00
1	0.558	1.00
1	0.558	1.00
1	0.558	1.00
1	0.559	1.00
1	0.563	1.00
1	0.564	1.00
1	0.564	1.00
1	0.565	1.00
1	0.565	1.00
1	0.570	1.00
1	0.570	1.00
1	0.570	1.00
1	0.571	1.00
1	0.571	1.00
1	0.572	1.00
1	0.574	1.00
1	0.583	1.00
1	0.583	1.00
1	0.583	1.00
1	0.585	1.00
1	0.587	1.00
1	0.587	1.00
1	0.588	1.00
1	0.594	1.00
1	0.598	1.00
1	0.598	1.00
1	0.600	1.00
1	0.604	1.00
1	0.606	1.00
1	0.606	1.00
1	0.607	1.00
1	0.626	1.00
1	0.632	1.00
1	0.476	1.00
1	0.486	1.00
1	0.492	1.00
1	0.494	1.00
1	0.497	1.00
1	0.500	1.00
1	0.500	1.00
1	0.504	1.00
1	0.504	1.00
1	0.515	1.00
1	0.515	1.00
1	0.515	1.00
1	0.517	1.00
1	0.517	1.00
1	0.522	1.00
1	0.522	1.00
1	0.523	1.00
1	0.523	1.00
1	0.526	1.00
1	0.529	1.00
1	0.530	1.00
1	0.533	1.00
1	0.533	1.00
1	0.535	1.00
1	0.535	1.00
1	0.536	1.00
1	0.536	1.00
1	0.536	1.00
1	0.537	1.00
1	0.537	1.00
1	0.537	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.540	1.00
1	0.546	1.00
1	0.546	1.00
1	0.546	1.00
1	0.546	1.00
1	0.547	1.00
1	0.547	1.00
1	0.548	1.00
1	0.548	1.00
1	0.548	1.00
1	0.555	1.00
1	0.555	1.00
1	0.561	1.00
1	0.561	1.00
1	0.561	1.00
1	0.561	1.00
1	0.564	1.00
1	0.564	1.00
1	0.564	1.00
1	0.564	1.00
1	0.566	1.00
1	0.566	1.00
1	0.566	1.00
1	0.567	1.00
1	0.567	1.00
1	0.567	1.00
1	0.567	1.00
1	0.567	1.00
1	0.567	1.00
1	0.570	1.00
1	0.570	1.00
1	0.570	1.00
1	0.570	1.00
1	0.572	1.00
1	0.572	1.00
1	0.572	1.00
1	0.573	1.00
1	0.573	1.00
1	0.573	1.00
1	0.576	1.00
1	0.579	1.00
1	0.588	1.00
1	0.591	1.00
1	0.591	1.00
1	0.591	1.00
1	0.606	1.00
1	0.606	1.00
1	0.606	1.00
1	0.606	1.00
1	0.606	1.00
1	0.611	1.00
1	0.614	1.00
1	0.614	1.00
1	0.614	1.00
1	0.637	1.00
1	0.637	1.00
1	0.664	1.00
1	0.352	1.00
1	0.477	1.00
1	0.477	1.00
1	0.498	1.00
1	0.499	1.00
1	0.508	1.00
1	0.508	1.00
1	0.525	1.00
1	0.525	1.00
1	0.533	1.00
1	0.537	1.00
1	0.537	1.00
1	0.558	1.00
1	0.559	1.00
1	0.559	1.00
1	0.572	1.00
1	0.572	1.00
1	0.572	1.00
1	0.575	1.00
1	0.576	1.00
1	0.576	1.00
1	0.577	1.00
1	0.577	1.00
1	0.593	1.00
1	0.593	1.00
1	0.596	1.00
0	0.354	2.00
0	0.366	2.00
0	0.372	2.00
0	0.386	2.00
0	0.389	2.00
0	0.392	2.00
0	0.397	2.00
0	0.401	2.00
0	0.404	2.00
0	0.406	2.00
0	0.409	2.00
0	0.409	2.00
0	0.409	2.00
0	0.413	2.00
0	0.414	2.00
0	0.414	2.00
0	0.415	2.00
0	0.415	2.00
0	0.415	2.00
0	0.415	2.00
0	0.415	2.00
0	0.415	2.00
0	0.418	2.00
0	0.418	2.00
0	0.418	2.00
0	0.421	2.00
0	0.421	2.00
0	0.421	2.00
0	0.421	2.00
0	0.424	2.00
0	0.425	2.00
0	0.425	2.00
0	0.425	2.00
0	0.425	2.00
0	0.427	2.00
0	0.427	2.00
0	0.427	2.00
0	0.427	2.00
0	0.428	2.00
0	0.430	2.00
0	0.430	2.00
0	0.430	2.00
0	0.430	2.00
0	0.434	2.00
0	0.434	2.00
0	0.434	2.00
0	0.434	2.00
0	0.434	2.00
0	0.434	2.00
0	0.434	2.00
0	0.436	2.00
0	0.436	2.00
0	0.436	2.00
0	0.438	2.00
0	0.438	2.00
0	0.438	2.00
0	0.440	2.00
0	0.440	2.00
0	0.442	2.00
0	0.442	2.00
0	0.442	2.00
0	0.442	2.00
0	0.444	2.00
0	0.444	2.00
0	0.444	2.00
0	0.444	2.00
0	0.445	2.00
0	0.445	2.00
0	0.445	2.00
0	0.445	2.00
0	0.446	2.00
0	0.446	2.00
0	0.447	2.00
0	0.447	2.00
0	0.447	2.00
0	0.447	2.00
0	0.447	2.00
0	0.447	2.00
0	0.447	2.00
0	0.449	2.00
0	0.450	2.00
0	0.450	2.00
0	0.450	2.00
0	0.450	2.00
0	0.450	2.00
0	0.450	2.00
0	0.450	2.00
0	0.454	2.00
0	0.454	2.00
0	0.454	2.00
0	0.455	2.00
0	0.456	2.00
0	0.456	2.00
0	0.456	2.00
0	0.456	2.00
0	0.456	2.00
0	0.456	2.00
0	0.456	2.00
0	0.456	2.00
0	0.459	2.00
0	0.459	2.00
0	0.459	2.00
0	0.459	2.00
0	0.459	2.00
0	0.460	2.00
0	0.460	2.00
0	0.462	2.00
0	0.462	2.00
0	0.462	2.00
0	0.462	2.00
0	0.462	2.00
0	0.462	2.00
0	0.462	2.00
0	0.462	2.00
0	0.465	2.00
0	0.465	2.00
0	0.466	2.00
0	0.466	2.00
0	0.466	2.00
0	0.466	2.00
0	0.467	2.00
0	0.467	2.00
0	0.467	2.00
0	0.468	2.00
0	0.468	2.00
0	0.468	2.00
0	0.470	2.00
0	0.470	2.00
0	0.470	2.00
0	0.470	2.00
0	0.472	2.00
0	0.472	2.00
0	0.472	2.00
0	0.472	2.00
0	0.472	2.00
0	0.474	2.00
0	0.476	2.00
0	0.476	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.477	2.00
0	0.479	2.00
0	0.479	2.00
0	0.479	2.00
0	0.479	2.00
0	0.479	2.00
0	0.479	2.00
0	0.481	2.00
0	0.481	2.00
0	0.482	2.00
0	0.482	2.00
0	0.482	2.00
0	0.482	2.00
0	0.482	2.00
0	0.482	2.00
0	0.482	2.00
0	0.482	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.484	2.00
0	0.485	2.00
0	0.485	2.00
0	0.486	2.00
0	0.486	2.00
0	0.486	2.00
0	0.486	2.00
0	0.486	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.488	2.00
0	0.491	2.00
0	0.491	2.00
0	0.491	2.00
0	0.491	2.00
0	0.491	2.00
0	0.492	2.00
0	0.494	2.00
0	0.494	2.00
0	0.494	2.00
0	0.494	2.00
0	0.494	2.00
0	0.494	2.00
0	0.494	2.00
0	0.496	2.00
0	0.496	2.00
0	0.496	2.00
0	0.497	2.00
0	0.497	2.00
0	0.497	2.00
0	0.497	2.00
0	0.499	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.500	2.00
0	0.501	2.00
0	0.503	2.00
0	0.505	2.00
0	0.505	2.00
0	0.505	2.00
0	0.505	2.00
0	0.505	2.00
0	0.510	2.00
0	0.510	2.00
0	0.510	2.00
0	0.510	2.00
0	0.510	2.00
0	0.511	2.00
0	0.511	2.00
0	0.511	2.00
0	0.511	2.00
0	0.512	2.00
0	0.512	2.00
0	0.512	2.00
0	0.512	2.00
0	0.512	2.00
0	0.512	2.00
0	0.512	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.516	2.00
0	0.517	2.00
0	0.519	2.00
0	0.519	2.00
0	0.519	2.00
0	0.519	2.00
0	0.519	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.522	2.00
0	0.523	2.00
0	0.523	2.00
0	0.525	2.00
0	0.525	2.00
0	0.525	2.00
0	0.525	2.00
0	0.525	2.00
0	0.525	2.00
0	0.525	2.00
0	0.528	2.00
0	0.528	2.00
0	0.528	2.00
0	0.528	2.00
0	0.528	2.00
0	0.528	2.00
0	0.528	2.00
0	0.528	2.00
0	0.530	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.533	2.00
0	0.537	2.00
0	0.538	2.00
0	0.538	2.00
0	0.538	2.00
0	0.538	2.00
0	0.539	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.540	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.544	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.549	2.00
0	0.552	2.00
0	0.552	2.00
0	0.553	2.00
0	0.553	2.00
0	0.553	2.00
0	0.553	2.00
0	0.556	2.00
0	0.556	2.00
0	0.556	2.00
0	0.556	2.00
0	0.556	2.00
0	0.556	2.00
0	0.556	2.00
0	0.556	2.00
0	0.560	2.00
0	0.560	2.00
0	0.560	2.00
0	0.560	2.00
0	0.560	2.00
0	0.560	2.00
0	0.566	2.00
0	0.566	2.00
0	0.566	2.00
0	0.566	2.00
0	0.566	2.00
0	0.566	2.00
0	0.569	2.00
0	0.569	2.00
0	0.569	2.00
0	0.569	2.00
0	0.569	2.00
0	0.572	2.00
0	0.572	2.00
0	0.572	2.00
0	0.573	2.00
0	0.577	2.00
0	0.577	2.00
0	0.577	2.00
0	0.577	2.00
0	0.577	2.00
0	0.577	2.00
0	0.577	2.00
0	0.577	2.00
0	0.580	2.00
0	0.580	2.00
0	0.580	2.00
0	0.581	2.00
0	0.581	2.00
0	0.584	2.00
0	0.584	2.00
0	0.584	2.00
0	0.588	2.00
0	0.588	2.00
0	0.588	2.00
0	0.588	2.00
0	0.591	2.00
0	0.594	2.00
0	0.594	2.00
0	0.597	2.00
0	0.597	2.00
0	0.605	2.00
0	0.608	2.00
0	0.612	2.00
0	0.612	2.00
0	0.621	2.00
0	0.621	2.00
0	0.632	2.00
0	0.638	2.00
0	0.640	2.00
1	0.393	2.00
1	0.393	2.00
1	0.397	2.00
1	0.399	2.00
1	0.404	2.00
1	0.406	2.00
1	0.409	2.00
1	0.413	2.00
1	0.415	2.00
1	0.418	2.00
1	0.425	2.00
1	0.426	2.00
1	0.426	2.00
1	0.426	2.00
1	0.427	2.00
1	0.427	2.00
1	0.427	2.00
1	0.427	2.00
1	0.427	2.00
1	0.430	2.00
1	0.430	2.00
1	0.431	2.00
1	0.432	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.434	2.00
1	0.436	2.00
1	0.436	2.00
1	0.438	2.00
1	0.438	2.00
1	0.438	2.00
1	0.438	2.00
1	0.438	2.00
1	0.438	2.00
1	0.438	2.00
1	0.438	2.00
1	0.442	2.00
1	0.442	2.00
1	0.442	2.00
1	0.442	2.00
1	0.442	2.00
1	0.442	2.00
1	0.442	2.00
1	0.444	2.00
1	0.445	2.00
1	0.446	2.00
1	0.446	2.00
1	0.446	2.00
1	0.447	2.00
1	0.447	2.00
1	0.450	2.00
